eta1,beta1,r1,eta2,beta2,r2,chi_eff,beta_eff,lambda0,solver_success
3.951900492797245,3.1631611315667674,0.4153257717505179,1.0,0.5,1.0,1.3148418677824039,1.0603418353058498,1.691963488515245,1
3.445399931829819,3.5639728513759126,0.3329030491782155,1.0,0.5,1.0,1.1313829188416982,0.8242688551476154,2.024074330467822,1
2.263889293884491,1.237039075361911,0.2104959636112077,1.0,0.5,1.0,1.0153969947050343,0.5152213535179812,2.3467875950750314,1
3.163114031627347,3.688266771430419,0.5862822834646917,1.0,0.5,1.0,1.5764009549364253,1.8466062865873991,1.3679824631632056,1
1.6493206400668934,3.207070197865428,0.4288462834866037,1.0,0.5,1.0,1.06772678073517,0.95940432527049,2.150097963450864,1
2.5094400949659064,0.06521129396078074,0.7232287877185175,1.0,0.5,1.0,1.6765260550205494,0.24349250420358576,1.3944977921027923,1
4.538329270774232,1.4580172770734434,0.3894860478922799,1.0,0.5,1.0,0.5370928311324954,-0.5080196048331103,8.350583176598537,1
2.711706785223081,1.9889530619057143,0.39552993510279755,1.0,0.5,1.0,1.1483798509339267,0.732588681744477,2.0049588363928126,1
3.8568478946895146,3.267820855364611,0.3566824092148003,1.0,0.5,1.0,1.1918305814771657,0.8761792099931265,1.9022245915782192,1
3.3555715613481545,3.417616766402052,0.45205811530264817,1.0,0.5,1.0,1.3127045680263805,1.2161817624713713,1.6852591472607301,1
1.6734072014731252,4.314525506838563,0.1045942503571789,1.0,0.5,1.0,1.0010265890278676,0.5094557745801123,2.3892188967885963,1
3.736860963667567,4.044840489033909,0.2687578221793554,1.0,0.5,1.0,1.0776505669065335,0.6991306307646284,2.157467979037735,1
3.0650046808481335,4.910449182539499,0.34126882580171536,1.0,0.5,1.0,1.1201705742844295,0.9967441024273875,2.0257833014132607,1
3.2683131521649877,2.068571763269781,0.4528166739308095,1.0,0.5,1.0,1.2980450450407517,0.8751236321237011,1.73739911618404,1
3.8872024485672547,2.7257545844755833,0.321961528197086,1.0,0.5,1.0,1.1434826203301887,0.7235636812304306,2.011463002782041,1
